metric_id,metric_name,app_category,Category,Cluster,r_win,abs_r_win,coaching_adjustment,weight_pct,higher_is_better,include_in_score,anomaly_threshold_pct,dal_current_value,dal_dashboard_notes
accurate_pass_pct,"Accurate passes, %",Offensive,Offensive,Tier 2 — Important Driver,0.019891,0.019891,1.0,1.9894,True,True,20,,Rank 23 of 58 | Tier 2 — Important Driver | Process KPI | Pass completion rate. Reflects puck management quality and execution under pressure.
shot_accuracy_pct,% shots on goal,Offensive,Offensive,Tier 2 — Important Driver,0.019012,0.019012,1.0,1.9015,True,True,20,,Rank 24 of 58 | Tier 2 — Important Driver | Process KPI | Shot accuracy rate (shots on goal ÷ total shots). Reflects shot quality and net presence.
puck_losses_dz,Puck losses in DZ,Defensive,Defensive,Tier 2 — Important Driver,0.018380,0.018380,1.0,1.8383,False,True,20,,Rank 25 of 58 | Tier 2 — Important Driver | Process KPI | Turnovers in own defensive zone. Creates immediate high-danger scoring opportunities for opponents.
puck_battles_dz,Puck battles in DZ,Defensive,Defensive,Tier 2 — Important Driver,0.017433,0.017433,1.0,1.7436,False,True,20,,Rank 26 of 58 | Tier 2 — Important Driver | Process KPI | Puck battle events in own zone. Fewer DZ battles = less time under defensive pressure.
puck_battles_won_pct,"Puck battles won, %",Offensive,Offensive,Tier 2 — Important Driver,0.017399,0.017399,1.0,1.7402,True,True,20,,Rank 27 of 58 | Tier 2 — Important Driver | Process KPI | Rate of puck battle success across all zones. Reflects compete level at board battles.
oz_possession,OZ possession,Offensive,Offensive,Tier 2 — Important Driver,0.017365,0.017365,1.0,1.7368,True,True,20,,Rank 28 of 58 | Tier 2 — Important Driver | Process KPI | Offensive zone possession time. Broader territorial control measure — overlaps with OZ play.
takeaways_dz,Takeaways in DZ,Defensive,Defensive,Tier 3 — Supporting Indicator,0.016260,0.016260,1.0,1.6262,False,True,20,,Rank 29 of 58 | Tier 3 — Supporting Indicator | Process KPI | Steals by the team in own defensive zone. High count signals prolonged DZ pressure.
dz_possession,DZ possession,Defensive,Defensive,Tier 3 — Supporting Indicator,0.013531,0.013531,1.0,1.3533,False,True,20,,Rank 30 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Defensive zone possession time. Lower = less time under pressure in own end.
xg_per_goal,xG per goal,Offensive,Offensive,Tier 3 — Supporting Indicator,0.013001,0.013001,1.0,1.3003,False,True,20,,Rank 31 of 58 | Tier 3 — Supporting Indicator | Supporting Context | xG required per goal scored. Lower = more clinical finishing relative to shot quality generated.
breakouts,Breakouts,Defensive,Defensive,Tier 3 — Supporting Indicator,0.012911,0.012911,1.0,1.2913,False,True,20,,Rank 32 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Zone exit events from own end. Fewer breakouts needed signals less time defending own zone.
opp_xg_per_goal,Opponent's xG per goal,Defensive,Defensive,Tier 3 — Supporting Indicator,0.012776,0.012776,1.0,1.2778,True,True,20,,Rank 33 of 58 | Tier 3 — Supporting Indicator | Supporting Context | xG opponent requires per goal scored against Dal. Higher = opponents shooting inefficiently.
goals_for,Goals For,Offensive,Offensive,Tier 1 — Core Driver,0.012500,0.012500,1.0,1.2502,True,True,20,,"Rank 34 of 58 | Tier 1 — Core Driver | Outcome/Context | Outcome metric. Scoring is the objective of offensive play, but kept low-weighted so process indicators — xG, scoring chances, OZ possession — remain dominant."
opp_xg_per_shot,Opponent's xG per shot,Defensive,Defensive,Tier 3 — Supporting Indicator,0.012257,0.012257,1.0,1.2259,False,True,20,,Rank 35 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Average xG value of each opponent shot allowed. Lower = better shot suppression and defensive structure.
xg_per_shot,xG per shot,Offensive,Offensive,Tier 3 — Supporting Indicator,0.010588,0.010588,1.0,1.0590,True,True,20,,Rank 36 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Average shot quality generated. Higher = better shot selection and chance quality.
puck_battles_nz,Puck battles in NZ,Defensive,Defensive,Tier 3 — Supporting Indicator,0.010250,0.010250,1.0,1.0252,False,True,20,,Rank 37 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Neutral zone puck battles. Lower count may reflect cleaner transition play.
faceoff_pct,"Faceoffs won, %",Defensive,Defensive,Tier 3 — Supporting Indicator,0.009844,0.009844,1.0,0.9845,True,True,20,,Rank 38 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Overall faceoff win rate. Provides clean possession starts. Rate version only — counts excluded.
faceoff_dz_pct,"Faceoffs won in DZ, %",Defensive,Defensive,Tier 3 — Supporting Indicator,0.009574,0.009574,1.0,0.9575,True,True,20,,Rank 39 of 58 | Tier 3 — Supporting Indicator | Supporting Context | DZ faceoff win rate. Reduces immediate pressure in own zone following icing or goalie freezes.
nz_possession,NZ possession,Defensive,Defensive,Tier 3 — Supporting Indicator,0.009021,0.009021,1.0,0.9022,True,True,20,,Rank 40 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Neutral zone possession time. Proxy for transition control — teams that own the NZ control game flow.
blocked_shots_against,Blocked shots,Defensive,Defensive,Tier 3 — Supporting Indicator,0.008953,0.008953,1.0,0.8954,False,True,20,,Rank 41 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Dal's shots blocked by opponents. Fewer = better shot lane creation.
shots_blocked_for,Shots blocking,Defensive,Defensive,Tier 3 — Supporting Indicator,0.008750,0.008750,1.0,0.8751,True,True,20,,Rank 42 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Shots blocked by Dal defenders. Reflects shot-blocking effort and defensive commitment.
pk_retrievals,Penalty kill retrievals,Special Teams,Special Teams,Tier 3 — Supporting Indicator,0.008559,0.008559,1.0,0.8560,False,True,20,,Rank 43 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Puck retrievals while on the penalty kill. Lower preferred — signals cleaner PK execution.
faceoff_nz_pct,"Faceoffs won in NZ, %",Defensive,Defensive,Tier 3 — Supporting Indicator,0.006777,0.006777,1.0,0.6778,True,True,20,,Rank 44 of 58 | Tier 3 — Supporting Indicator | Supporting Context | NZ faceoff win rate. Influences transition possession directly from neutral zone draws.
faceoff_oz_pct,"Faceoffs won in OZ, %",Offensive,Offensive,Tier 3 — Supporting Indicator,0.006540,0.006540,1.0,0.6541,True,True,20,,Rank 45 of 58 | Tier 3 — Supporting Indicator | Supporting Context | OZ faceoff win rate. Maintains offensive zone possession after stoppages.
counterattack_shot_pct,"Counter-attack with shots, %",Offensive,Offensive,Tier 3 — Supporting Indicator,0.006495,0.006495,1.0,0.6496,True,True,20,,Rank 46 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Rate at which counter-attacks produce a shot. Reflects transition efficiency and quick-strike ability.
puck_battles_oz,Puck battles in OZ,Offensive,Offensive,Tier 3 — Supporting Indicator,0.006484,0.006484,1.0,0.6485,True,True,20,,Rank 47 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Puck battle events in offensive zone. More OZ battles = more sustained offensive zone pressure.
shorthanded_time,Short-handed time,Special Teams,Special Teams,Tier 3 — Supporting Indicator,0.005638,0.005638,1.0,0.5639,False,True,20,,Rank 48 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Total ice time while shorthanded. Better PK burden measure than count alone — captures major penalties and extended kills.
penalty_time,Penalty time,Special Teams,Special Teams,Tier 3 — Supporting Indicator,0.005638,0.005638,1.0,0.5639,False,True,20,,Rank 49 of 58 | Tier 3 — Supporting Indicator | Supporting Context | Total penalty minutes taken. Lower = better discipline and fewer PK situations faced.
counterattack_shots,Counter-attack with shots,Offensive,Offensive,Tier 4 — Context Metric,0.004533,0.004533,1.0,0.4534,True,True,20,,Rank 50 of 58 | Tier 4 — Context Metric | Supporting Context | Counter-attacks that generate a shot. Reflects transition-to-shot conversion.
dump_ins,Dump ins,Offensive,Offensive,Tier 4 — Context Metric,0.003834,0.003834,1.0,0.3835,True,True,20,,Rank 51 of 58 | Tier 4 — Context Metric | Supporting Context | Dump-in zone entries. Paired with Entries — allows calculation of controlled entry rate.
takeaways_oz,Takeaways in OZ,Offensive,Offensive,Tier 4 — Context Metric,0.003665,0.003665,1.0,0.3666,True,True,20,,Rank 52 of 58 | Tier 4 — Context Metric | Supporting Context | Steals in offensive zone. Generates immediate high-danger chances. Dal development priority.
oz_play_shots_pct,"OZ play with shots, %",Offensive,Offensive,Tier 4 — Context Metric,0.002463,0.002463,1.0,0.2463,True,True,20,,Rank 53 of 58 | Tier 4 — Context Metric | Supporting Context | Percentage of OZ sequences that include a shot. Secondary efficiency context — overlaps with OZ play with shots.
counterattacks,Counterattacks,Offensive,Offensive,Tier 4 — Context Metric,0.002089,0.002089,1.0,0.2089,True,True,20,,Rank 54 of 58 | Tier 4 — Context Metric | Supporting Context | Total counter-attack sequences. Volume context — paired with counter-attack shot % for effectiveness.
puck_losses_oz,Puck losses in OZ,Defensive,Defensive,Tier 4 — Context Metric,0.001571,0.001571,1.0,0.1571,False,True,20,,Rank 55 of 58 | Tier 4 — Context Metric | Supporting Context | Turnovers in offensive zone. Near-noise (|r|=0.02). Retained for zone-level completeness.
pp_retrievals,Power play retrievals,Special Teams,Special Teams,Tier 4 — Context Metric,0.000902,0.000902,1.0,0.0902,False,True,20,,Rank 56 of 58 | Tier 4 — Context Metric | Supporting Context | Puck retrievals during power plays. Lower preferred — signals cleaner PP execution.
takeaways_nz,Takeaways in NZ,Defensive,Defensive,Tier 4 — Context Metric,0.000821,0.000821,1.0,0.0821,True,True,20,,Rank 57 of 58 | Tier 4 — Context Metric | Supporting Context | Neutral zone steals. Minimal predictive power (|r|=0.01). Retained for zone-level completeness.
dump_outs,Dump outs,Defensive,Defensive,Tier 4 — Context Metric,0.000505,0.000505,1.0,0.0505,True,True,20,,Rank 58 of 58 | Tier 4 — Context Metric | Supporting Context | Dump-out exits from own zone. Context dependent — can reflect smart zone exits or passive defending.
